-10;3.221176162
-9.99;3.248419433
-9.98;3.275225501
-9.97;3.301588327
-9.96;3.327502122
-9.95;3.35296135
-9.94;3.377960727
-9.93;3.402495227
-9.92;3.42656008
-9.91;3.450150776
-9.9;3.473263062
-9.89;3.495892947
-9.88;3.518036703
-9.87;3.539690861
-9.86;3.560852215
-9.85;3.581517821
-9.84;3.601684996
-9.83;3.621351321
-9.82;3.640514635
-9.81;3.659173041
-9.8;3.677324897
-9.79;3.694968824
-9.78;3.712103696
-9.77;3.728728647
-9.76;3.74484306
-9.75;3.760446575
-9.74;3.775539078
-9.73;3.790120705
-9.72;3.804191838
-9.71;3.8177531
-9.7;3.830805356
-9.69;3.843349707
-9.68;3.85538749
-9.67;3.866920269
-9.66;3.877949841
-9.65;3.888478223
-9.64;3.898507653
-9.63;3.908040587
-9.62;3.917079692
-9.61;3.925627845
-9.6;3.933688124
-9.59;3.94126381
-9.58;3.948358377
-9.57;3.954975491
-9.56;3.961119002
-9.55;3.966792941
-9.54;3.972001516
-9.53;3.976749106
-9.52;3.981040253
-9.51;3.984879662
-9.5;3.988272191
-9.49;3.991222848
-9.48;3.993736785
-9.47;3.99581929
-9.46;3.997475788
-9.45;3.998711826
-9.44;3.999533075
-9.43;3.999945319
-9.42;3.999954451
-9.41;3.999566471
-9.4;3.99878747
-9.39;3.997623635
-9.38;3.996081236
-9.37;3.994166622
-9.36;3.991886215
-9.35;3.989246505
-9.34;3.98625404
-9.33;3.982915425
-9.32;3.979237312
-9.31;3.975226397
-9.3;3.97088941
-9.29;3.966233114
-9.28;3.961264293
-9.27;3.955989753
-9.26;3.95041631
-9.25;3.944550786
-9.24;3.938400006
-9.23;3.931970786
-9.22;3.925269936
-9.21;3.918304244
-9.2;3.911080481
-9.19;3.903605386
-9.18;3.895885667
-9.17;3.887927993
-9.16;3.87973899
-9.15;3.871325232
-9.14;3.862693243
-9.13;3.853849485
-9.12;3.844800357
-9.11;3.835552188
-9.1;3.826111236
-9.09;3.816483678
-9.08;3.806675611
-9.07;3.796693045
-9.06;3.786541896
-9.05;3.776227989
-9.04;3.765757048
-9.03;3.755134694
-9.02;3.744366444
-9.01;3.733457701
-9;3.72241376
-8.99;3.711239794
-8.98;3.699940862
-8.97;3.688521895
-8.96;3.676987704
-8.95;3.665342969
-8.94;3.653592241
-8.93;3.641739938
-8.92;3.629790343
-8.91;3.617747603
-8.9;3.605615727
-8.89;3.593398582
-8.88;3.581099897
-8.87;3.568723254
-8.86;3.556272093
-8.85;3.54374971
-8.84;3.531159252
-8.83;3.518503724
-8.82;3.505785979
-8.81;3.493008727
-8.8;3.480174527
-8.79;3.467285792
-8.78;3.45434479
-8.77;3.441353637
-8.76;3.428314307
-8.75;3.415228625
-8.74;3.402098273
-8.73;3.388924787
-8.72;3.375709563
-8.71;3.362453851
-8.7;3.349158764
-8.69;3.335825274
-8.68;3.322454218
-8.67;3.309046297
-8.66;3.295602078
-8.65;3.282121997
-8.64;3.268606362
-8.63;3.255055355
-8.62;3.241469032
-8.61;3.227847329
-8.6;3.214190065
-8.59;3.200496941
-8.58;3.186767547
-8.57;3.173001364
-8.56;3.159197764
-8.55;3.145356021
-8.54;3.131475304
-8.53;3.117554692
-8.52;3.103593168
-8.51;3.089589628
-8.5;3.075542882
-8.49;3.061451662
-8.48;3.047314622
-8.47;3.033130342
-8.46;3.018897335
-8.45;3.00461405
-8.44;2.990278875
-8.43;2.975890142
-8.42;2.961446132
-8.41;2.94694508
-8.4;2.932385177
-8.39;2.917764577
-8.38;2.903081397
-8.37;2.88833373
-8.36;2.873519641
-8.35;2.858637175
-8.34;2.843684363
-8.33;2.828659224
-8.32;2.813559772
-8.31;2.798384017
-8.3;2.783129974
-8.29;2.767795664
-8.28;2.75237912
-8.27;2.736878393
-8.26;2.721291551
-8.25;2.705616693
-8.24;2.689851941
-8.23;2.673995458
-8.22;2.658045439
-8.21;2.642000126
-8.2;2.625857807
-8.19;2.609616819
-8.18;2.593275556
-8.17;2.576832472
-8.16;2.56028608
-8.15;2.543634965
-8.14;2.526877779
-8.13;2.510013249
-8.12;2.493040182
-8.11;2.475957464
-8.1;2.458764067
-8.09;2.441459051
-8.08;2.424041569
-8.07;2.406510865
-8.06;2.388866284
-8.05;2.37110727
-8.04;2.35323337
-8.03;2.335244236
-8.02;2.31713963
-8.01;2.298919424
-8;2.280583603
-7.99;2.262132266
-7.98;2.243565631
-7.97;2.224884034
-7.96;2.206087931
-7.95;2.187177901
-7.94;2.168154646
-7.93;2.149018995
-7.92;2.129771901
-7.91;2.110414444
-7.9;2.090947833
-7.89;2.071373407
-7.88;2.051692632
-7.87;2.031907104
-7.86;2.01201855
-7.85;1.992028827
-7.84;1.971939921
-7.83;1.951753949
-7.82;1.931473158
-7.81;1.911099922
-7.8;1.890636745
-7.79;1.870086258
-7.78;1.84945122
-7.77;1.828734514
-7.76;1.807939148
-7.75;1.787068253
-7.74;1.766125082
-7.73;1.745113006
-7.72;1.724035517
-7.71;1.702896219
-7.7;1.681698835
-7.69;1.660447195
-7.68;1.639145241
-7.67;1.617797022
-7.66;1.596406689
-7.65;1.574978497
-7.64;1.553516798
-7.63;1.532026041
-7.62;1.510510766
-7.61;1.488975602
-7.6;1.467425266
-7.59;1.445864556
-7.58;1.424298348
-7.57;1.402731595
-7.56;1.38116932
-7.55;1.359616614
-7.54;1.338078632
-7.53;1.316560587
-7.52;1.295067748
-7.51;1.273605436
-7.5;1.252179019
-7.49;1.230793904
-7.48;1.209455541
-7.47;1.18816941
-7.46;1.166941021
-7.45;1.145775908
-7.44;1.124679624
-7.43;1.103657739
-7.42;1.08271583
-7.41;1.061859483
-7.4;1.04109428
-7.39;1.020425804
-7.38;0.999859623
-7.37;0.979401295
-7.36;0.959056357
-7.35;0.938830323
-7.34;0.918728678
-7.33;0.898756871
-7.32;0.878920315
-7.31;0.859224379
-7.3;0.839674381
-7.29;0.820275588
-7.28;0.801033208
-7.27;0.781952385
-7.26;0.763038197
-7.25;0.744295648
-7.24;0.725729665
-7.23;0.707345093
-7.22;0.68914669
-7.21;0.671139124
-7.2;0.653326968
-7.19;0.635714693
-7.18;0.618306667
-7.17;0.60110715
-7.16;0.584120289
-7.15;0.567350114
-7.14;0.550800535
-7.13;0.534475337
-7.12;0.518378177
-7.11;0.502512581
-7.1;0.486881937
-7.09;0.471489496
-7.08;0.456338367
-7.07;0.441431512
-7.06;0.426771745
